source_id,suitability_score,lcdb_class_2023,subzone,territorial_authority
cd29754b-750f-407a-812c-5fcfff03f23e,8.4,High Producing Exotic Grassland,,��p��tiki District
cd56d089-0e97-41f4-ade0-71e1cff3d891,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cd69bf5d-7e02-4c54-bb00-72f53d31fb36,8.4,Short-rotation Cropland,,��p��tiki District
cd7dd60d-7d78-414f-879d-2e2c73d045a4,10.0,High Producing Exotic Grassland,,��p��tiki District
cd9c096e-9b42-4cc2-b1f8-63cf89e933fb,10.0,Built-up Area (settlement),,Tauranga City
cd9ee48d-3762-4d78-bd2f-b056722385d0,8.0,High Producing Exotic Grassland,,Whakatane District
cda3798f-4129-408b-b15d-50b682ac0ae3,8.0,Indigenous Forest,,Whakatane District
ce09d6e7-a1ab-4687-a221-fd9acbc055f7,10.0,Built-up Area (settlement),Tauranga,Tauranga City
ce3120cc-ad1b-42bc-a13c-642d303cc7a7,10.0,Short-rotation Cropland,,��p��tiki District
ce4ee31b-9de2-48e2-9e5c-8f38b929c362,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
ce51c7ce-7812-4d78-b27c-376338993714,10.0,High Producing Exotic Grassland,,Whakatane District
ceaf0cda-b95c-495f-a750-f15ca2ab4513,8.0,Forest - Harvested,,Whakatane District
cec5bea0-f27e-476e-a6f8-5d57acd1a4e7,8.4,High Producing Exotic Grassland,,��p��tiki District
cee86af9-8d52-4c04-8908-a023659f4feb,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
cef6e2f7-2c40-4ed8-9324-bc207fa06987,8.0,High Producing Exotic Grassland,Te Puke,Western Bay of Plenty District
cef7ea22-7c9d-4400-94c1-a8f30a797ff7,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cf27d6b1-bd8e-4a5f-b293-de2516ce3704,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cf3fdf7d-4f06-41ec-883b-e27b5d472bb8,10.0,Indigenous Forest,,Whakatane District
cfdb2ae5-05be-4574-965a-a59b8cff10f1,8.0,High Producing Exotic Grassland,Te Puke,Western Bay of Plenty District
cfdb846c-40c4-4799-ba6f-71621bae09d7,8.0,Urban Parkland/Open Space,,Tauranga City
cfe1bedc-8694-466e-8021-6e1c51a6fb7c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
cff630a8-190f-4808-9edc-accf0ff9280a,10.0,Built-up Area (settlement),,Western Bay of Plenty District
d00b361f-5723-4128-8788-f62e240ba80e,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d025a88e-da1e-497e-b552-d17862cfd0d2,10.0,High Producing Exotic Grassland,,��p��tiki District
d02b9838-27cc-4e7d-b790-e52a736b10d1,10.0,Low Producing Grassland,,Western Bay of Plenty District
d044f70e-7a0f-4110-bde4-5a19d0e71861,9.6,Indigenous Forest,,Western Bay of Plenty District
d05cd9dc-3472-495e-b5c0-08679b0e2610,8.0,High Producing Exotic Grassland,Te Puke,Western Bay of Plenty District
d060633d-b274-4558-af0d-057bcb5406d3,9.6,Indigenous Forest,,Western Bay of Plenty District
d06b12fb-cf38-410b-a9b6-b6722ae1b19d,8.8,Built-up Area (settlement),,Western Bay of Plenty District
d07b5ca7-984d-4ee4-9788-5a779c18a03d,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
d0b84d03-f14b-4f43-9239-5ca0a607476b,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d0be6a72-d8a1-43ea-824e-d497678de92e,8.0,High Producing Exotic Grassland,,Whakatane District
d0c4a167-4dbb-442c-8168-07e6cfb99f97,10.0,Indigenous Forest,,Western Bay of Plenty District
d0d0f1aa-3fe0-4519-9523-858f0f631936,8.0,Short-rotation Cropland,Te Puke,Western Bay of Plenty District
d15d9ebb-40c2-4c6b-ad6d-655ea445761e,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d1c7a6eb-d421-448c-8341-0bd1049aeb08,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d1c9c652-1df8-4831-bb44-633bb679c896,8.4,Short-rotation Cropland,,Whakatane District
d1d3d84c-e3bb-4a87-ac1f-0e71255360f9,10.0,Exotic Forest,,Western Bay of Plenty District
d22c80e4-d15c-43cd-8851-165f82f15375,10.0,Indigenous Forest,,Western Bay of Plenty District
d263a30b-a76a-41cc-b8d8-8e4c285fc5f2,8.0,High Producing Exotic Grassland,,Whakatane District
d3140cb1-7465-49bf-8362-2e35cbe5fd74,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d3266bf9-5909-4718-9777-cbbe2b6a8b33,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
d33f6069-3436-4407-8f98-3bef8a930530,10.0,Indigenous Forest,,��p��tiki District
d349d639-b7f5-4a63-964f-2f06f8d314bc,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
d391f7c9-cc0f-4c68-8712-56386e7e073e,8.0,Urban Parkland/Open Space,Tauranga,Tauranga City
d39b7311-cae3-4577-a463-3073ab0c587e,8.0,Indigenous Forest,,Whakatane District
d3ca7ac3-8e07-4cde-ad46-242b87a587a9,10.0,Indigenous Forest,Tauranga,Western Bay of Plenty District
d3e24d03-3e26-41c6-9dc1-51d1e9f0d74f,10.0,Built-up Area (settlement),Tauranga,Tauranga City
d3ef86bf-9c68-4c8e-bdd4-a4c6d33c4e57,8.0,Built-up Area (settlement),Tauranga,Tauranga City
d41c1e90-faf6-43b8-8fae-c466c3177600,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d44930d1-f606-4029-aa1a-2da3057de8a9,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d44dcf91-c598-4c24-b54f-5049c6dc5f37,8.0,Built-up Area (settlement),Tauranga,Tauranga City
d454061c-2548-49cc-9fce-da47e467f7a9,10.0,High Producing Exotic Grassland,,��p��tiki District
d4a9388f-048f-48dc-8f63-ba373dd4227c,8.0,High Producing Exotic Grassland,,Whakatane District
d4ad1338-b56e-45ee-b886-8719ace7676c,8.0,High Producing Exotic Grassland,,Whakatane District
d4b543cd-120b-4154-9272-9c4671089433,10.0,High Producing Exotic Grassland,Katikati,Western Bay of Plenty District
d4b78167-41bd-4010-8ba9-dbd7e1f999f6,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
d4cf6074-7a95-4580-b1fb-52a7706bc726,10.0,Broadleaved Indigenous Hardwoods,,Whakatane District
d53429b9-3ca4-48d0-a10f-c642b6ec959f,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d5438016-e8e4-43a0-bd61-50f0f7024cf6,8.0,Broadleaved Indigenous Hardwoods,Te Puke,Western Bay of Plenty District
d5463952-9271-4180-a6f7-663d5ae34984,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d551cd97-4555-4f27-9ecf-dc74a6723b05,8.0,Built-up Area (settlement),Te Puke,Western Bay of Plenty District
d581aade-3e87-410b-bb9e-a0a411e99a40,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d5a717ee-ab11-4111-8479-6f5ba002bfa0,8.0,High Producing Exotic Grassland,,Whakatane District
d5bc6c7b-b80d-4b83-9b9f-ee6c16562afa,10.0,Indigenous Forest,,��p��tiki District
d5c49972-48b6-47a7-8da8-77f49da615cf,10.0,Built-up Area (settlement),Tauranga,Tauranga City
d6087418-9f50-42d2-a195-68794c090cf0,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
d61cfe95-109e-4cc6-945e-953c624730e0,10.0,High Producing Exotic Grassland,,Whakatane District
d6335cba-0273-4f59-9f11-37be8f007501,8.4,High Producing Exotic Grassland,Opotiki,��p��tiki District
d645848a-539b-4d96-80b8-9c04ffa94d4d,10.0,Exotic Forest,,Western Bay of Plenty District
d67f2e19-3a9c-405f-96b0-23e50b483715,10.0,Built-up Area (settlement),,Tauranga City
d69222f6-272e-4f07-8666-5d15e741ac15,10.0,Built-up Area (settlement),Tauranga,Tauranga City
d6c7efcc-9329-4baf-bb1c-630d09e681d2,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d6f5305d-1197-4a6d-9a60-08e776e20810,8.0,Urban Parkland/Open Space,Tauranga,Tauranga City
d7048f90-b2a3-41fe-9659-a43e634fcaa4,10.0,Exotic Forest,,Western Bay of Plenty District
d718e226-4075-40c4-afe6-d5a5b02a37b1,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d73bbd34-4133-4e4b-ad4a-7e4b4666ee67,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d77be157-3152-41e8-8614-edd030a82bfd,8.4,Manuka and/or Kanuka,,��p��tiki District
d7b90aeb-de2e-434f-8b51-2ae51f6e0dd1,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d7f68fd1-f190-4cef-902d-1516abb1551a,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
d7f745ab-dce3-47fa-9691-040004018eae,10.0,High Producing Exotic Grassland,,Tauranga City
d7f9ba93-45b5-4f7e-93a1-7cf4f65a2d72,10.0,Indigenous Forest,,Western Bay of Plenty District
d829f82e-d001-4b99-9552-70767b3d618d,10.0,Built-up Area (settlement),,Western Bay of Plenty District
d86b626b-acae-4d77-9f18-5e65af27269b,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
d889af29-9c81-4ae0-a118-1aa7e416fae4,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
d8d7a672-b81f-4deb-8356-df95650c3945,9.6,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
d8e26154-a631-4dd1-bac0-d87edce6ff98,10.0,Indigenous Forest,Tauranga,Western Bay of Plenty District
d8f06828-1aa7-4324-96d2-dc7a6def336d,10.0,Mixed Exotic Shrubland,,Western Bay of Plenty District
d9080af8-cd5f-4d88-a75c-ffe742372de5,10.0,High Producing Exotic Grassland,,��p��tiki District
d90d2117-f842-4f90-b7fb-7c1f6f7227e2,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
d929e3ae-4209-4370-b110-cca269b2d933,9.6,Broadleaved Indigenous Hardwoods,,Whakatane District
d932e1ae-3a24-47db-ae1d-e5156e6cb234,8.0,High Producing Exotic Grassland,,Whakatane District
d9371db9-8f64-44da-9ed3-b0b56a5be1a6,10.0,Indigenous Forest,,Whakatane District
d98f442f-a916-4d0c-a20e-f3cacdaf0ad9,10.0,Built-up Area (settlement),,Tauranga City
d99f4297-bd45-4887-97dd-a057fb0c60e2,8.0,High Producing Exotic Grassland,,Whakatane District
d9dc0f99-0941-4404-89ab-9fb4b53c26bf,10.0,Built-up Area (settlement),Tauranga,Tauranga City
d9ee50bf-bfb7-48af-a3d3-e22167165331,8.0,High Producing Exotic Grassland,,Whakatane District
d9ff39b7-cc0e-440b-8bb0-5a77f6c6bb13,9.6,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
da0c8cc5-9a9b-4dda-affe-77d2af137d00,10.0,Indigenous Forest,,��p��tiki District
da127e3a-4a22-47e0-b444-d216547493ca,8.0,Low Producing Grassland,,Western Bay of Plenty District
da1bf3ef-ed79-4cb8-ba7b-1a5760ba8256,10.0,Built-up Area (settlement),,Tauranga City
da226822-e23e-4541-9ea0-0d440513d054,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
da3d221d-075d-4676-893c-414a992d512e,10.0,Indigenous Forest,,��p��tiki District
db0f42dd-88b3-4914-9445-0e54b3a6e4fc,8.0,High Producing Exotic Grassland,,Whakatane District
db34bb66-6231-4d80-983a-8bd3ede7678c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
db3d092f-3e7c-42f2-b167-96d66f1e3d01,10.0,High Producing Exotic Grassland,,��p��tiki District
db477cf3-86ba-49fc-9d1c-fc9dba20c92f,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
db6dde2d-ad7f-43be-9bdc-3fec5e495e0a,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
db876cb3-fcaf-4e9c-9e6d-b3479be9aff7,10.0,Built-up Area (settlement),,Western Bay of Plenty District
db9946fe-8e2d-4551-8230-dde4222d9d95,10.0,High Producing Exotic Grassland,,Tauranga City
db9c4914-cdb1-44af-bb2d-cfc92a1347fd,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
dbbc2e7a-d93d-4e3a-bbea-06b28af66d04,8.0,Short-rotation Cropland,,Whakatane District
dbc5f775-96e8-4a5d-adb0-1560ab2546c2,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
dbd48424-e858-4f08-9702-e2fca53305cb,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
dbf8528f-528a-4ea1-a96a-1c07ad842b4c,8.4,High Producing Exotic Grassland,,Whakatane District
dc03d1cb-62fd-43c9-a524-295d7c4acf69,8.0,Deciduous Hardwoods,,Western Bay of Plenty District
dc13c6a3-c67e-4513-a2e1-c59bc5a8ce0d,10.0,High Producing Exotic Grassland,,Whakatane District
dc1d5f1e-7ef4-4169-a505-caaee878dd85,10.0,Exotic Forest,,Western Bay of Plenty District
dc260da3-7ff3-44b3-baa9-69e9d96c3bef,8.0,Exotic Forest,,Whakatane District
dc494a46-52e3-40ed-bd30-d8027c93923f,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
dce76b5e-8f22-4457-8f4d-69b826ae798d,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
dcfbd3c7-94b8-4bc7-b1a1-d097b935c60c,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
dd310402-b576-4f2d-b6a3-c2b03855468d,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
dd35c39d-1744-442e-9882-fdf39f2b6ab4,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
dd6d26ba-e423-434b-b80d-7b7b69c3abaf,9.6,Indigenous Forest,,Western Bay of Plenty District
dd7556be-4d21-425a-a916-534c55cd569e,8.4,High Producing Exotic Grassland,,Whakatane District
dda3b3b0-9881-4e78-a957-403bd892f593,8.4,Built-up Area (settlement),,Whakatane District
dda4a3c3-f933-4dcc-b0af-3e916885e1de,8.0,Manuka and/or Kanuka,,Whakatane District
ddd73a29-3fa5-47d5-9222-04668fe551c1,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
dddb87bc-52fc-4b54-8f64-2008e60ced66,8.0,Urban Parkland/Open Space,,Tauranga City
ddfa0299-398b-4f85-865d-eb70b98605e2,8.0,High Producing Exotic Grassland,Te Puke,Western Bay of Plenty District
de23134a-23c8-43e9-adf0-89ad88599199,10.0,Built-up Area (settlement),,Western Bay of Plenty District
de2e70cb-f737-4fbe-8d55-82df9d7957ff,10.0,Manuka and/or Kanuka,,��p��tiki District
de4586ce-a4d6-4353-a92c-913910be2883,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
de678c4c-5ab2-40aa-b209-d01671c79942,8.4,Short-rotation Cropland,,Whakatane District
de7dffbe-a870-41cc-a39f-559d148236a4,10.0,High Producing Exotic Grassland,,��p��tiki District
de928eb3-0a62-4d68-9ecb-257a3f28b091,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
df09013d-a64e-4784-a9be-dc1dff3497fe,10.0,High Producing Exotic Grassland,,Whakatane District
df21bb36-f2bd-4db0-baf4-300b6a7ed461,8.0,High Producing Exotic Grassland,,Whakatane District
df602fe9-968f-4e15-baf9-f541b4bc4d39,9.6,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
dfaf85b2-d888-4dae-8101-b3667fe585f9,8.0,High Producing Exotic Grassland,,Whakatane District
dfd2c8e8-ea1c-4858-aab0-54bd154c75fe,8.0,Mangrove,,��p��tiki District
dfe40d5e-a686-4491-9cea-5a9523cc0622,10.0,High Producing Exotic Grassland,,��p��tiki District
dff04847-1773-4bd6-b224-ec815297a648,8.0,High Producing Exotic Grassland,,Whakatane District
e006c2f9-ae66-4be7-8d6d-02db9f170026,8.0,High Producing Exotic Grassland,,Whakatane District
e05cce11-b402-4e6f-88c7-c73334c42c24,8.0,Urban Parkland/Open Space,,Tauranga City
e0769271-5b0f-4013-bab7-b9121d07f393,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e083a391-a054-4e76-9d6e-d73fdd8afb2a,8.0,High Producing Exotic Grassland,,Whakatane District
e0a1e2f6-3e5d-48d3-9e80-e0403b36c288,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
e0ab8107-76f8-4c5d-a255-63510fdd186c,8.0,Built-up Area (settlement),Te Puke,Western Bay of Plenty District
e0bc04c7-4cbf-419e-9658-87592c37002d,8.0,Built-up Area (settlement),Tauranga,Tauranga City
e0be428b-261f-4993-8a9b-188795ff4b8d,9.6,Indigenous Forest,Tauranga,Tauranga City
e0ea35b1-9671-480c-a770-8a10ce39a13d,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
e107bdbb-777f-4f3a-b35d-090125581922,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e1123771-c9f8-430e-8a8a-1a97a926535d,10.0,Built-up Area (settlement),,Western Bay of Plenty District
e11fef56-96c5-48c3-be7b-fea5c4131990,10.0,Indigenous Forest,,Whakatane District
e1469fb9-b3cd-4e06-9a09-5f343ae1010e,8.4,High Producing Exotic Grassland,,Whakatane District
e1669073-aed6-43f4-b14b-fa1944f5d8ff,9.6,High Producing Exotic Grassland,,Western Bay of Plenty District
e166bd82-e0f5-4645-a59a-570a7d493aea,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e176ce8a-e5e5-489b-b0e1-0798428367b6,8.0,High Producing Exotic Grassland,,Whakatane District
e17ca39c-9521-4c57-ae00-3f99e74b436e,10.0,Built-up Area (settlement),Tauranga,Tauranga City
e1995e82-f2bb-43f8-b9b1-70bfe77c14b5,8.0,Indigenous Forest,,Whakatane District
e1b4ae95-b574-47ba-83db-2e977ea9bb10,8.4,High Producing Exotic Grassland,,��p��tiki District
e1d13885-e209-429e-b2a2-f01de24a8ea1,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
e1eab298-57b8-40dc-b47f-6db5bbf1a216,8.0,High Producing Exotic Grassland,,Whakatane District
e2086ae2-c1f3-4adb-a413-a4bb2d8bd233,8.4,Short-rotation Cropland,,��p��tiki District
e235a2b7-5c0d-4ad9-a99e-411cdd399572,10.0,Indigenous Forest,,Western Bay of Plenty District
e23a8bf4-29b7-48ea-9e1a-f6364e705445,9.6,Indigenous Forest,Tauranga,Western Bay of Plenty District
e261f81e-73cf-4039-a13a-05350a710c66,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e26295b1-9c2c-4c3d-8013-c155afcce43f,8.0,Broadleaved Indigenous Hardwoods,,Whakatane District
e2923b5f-f20f-42f1-a094-486b22b6cac8,8.0,High Producing Exotic Grassland,,Whakatane District
e2bb8a25-7927-4607-872a-418f2eab523c,8.4,Urban Parkland/Open Space,,Whakatane District
e2c19c32-f140-4ce2-a10a-d6f2d6ff872a,8.4,High Producing Exotic Grassland,,Whakatane District
e2e309c8-d336-4c94-b293-447cb6cfda09,8.0,Urban Parkland/Open Space,,Tauranga City
e3499c3a-bcab-4c64-8b9f-ddac770b0dda,8.0,Indigenous Forest,,Whakatane District
e365fafe-e908-41fb-9245-58724d3e0709,10.0,Indigenous Forest,,Western Bay of Plenty District
e36fb9cb-587e-414a-aa94-5b27bcc312b7,8.0,Manuka and/or Kanuka,,Whakatane District
e3aa3d92-efe3-4793-bf02-14c9802332b2,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e3c83cfb-fe28-455b-b50c-95a5b8f3d35d,8.4,High Producing Exotic Grassland,,Whakatane District
e3eb1aa8-34d5-4433-9aeb-c7d4172c93d1,10.0,High Producing Exotic Grassland,,Whakatane District
e4030388-3967-4c49-9ca8-9fd756a6416c,8.0,High Producing Exotic Grassland,,Whakatane District
e4859d1c-b25e-41c2-afdd-d4ee160e8ccd,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e4a190c3-7d4d-45ea-8975-022d9f4e7fad,9.5,High Producing Exotic Grassland,,Western Bay of Plenty District
e4a38d96-9ab7-4506-bebe-1a06e396a7a3,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
e4e4758f-e1ff-47b6-bd6b-88b501f2846f,8.4,Manuka and/or Kanuka,,��p��tiki District
e4e76a37-dac2-4b19-9aa8-175a9787221c,8.0,Short-rotation Cropland,,Whakatane District
e5268a8a-5838-4bcd-b5e7-9ccb9089eb88,8.0,High Producing Exotic Grassland,,Whakatane District
e530b28d-d514-423d-9d1f-3f4bc4868b15,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e57cfb7c-f12e-4554-a3ae-32af48b55123,8.0,High Producing Exotic Grassland,,Whakatane District
e5ae307f-ee98-45ce-b02a-0eb46f84e26b,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e5b518ee-1200-4e53-8dee-26cec202f412,8.2,High Producing Exotic Grassland,,Whakatane District
e6009d24-c4ff-4abc-a4b3-7603b46241b7,8.0,Low Producing Grassland,Te Puke,Western Bay of Plenty District
e61c6ba2-447f-4a89-87c2-c30e8ab477ce,10.0,Built-up Area (settlement),,Western Bay of Plenty District
e62273f6-1b44-48c2-adb1-ed59d472efcd,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
e64044bc-d4d7-452d-b3db-a0bc38e45b5f,8.4,High Producing Exotic Grassland,,Whakatane District
e6404652-7221-4d7c-a834-4aa220d97a6e,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
e661b728-1a05-48d0-a09d-751bf765ba45,8.0,Exotic Forest,Pongakawa,Western Bay of Plenty District
e6c39fe5-1eea-4b22-961b-a2f04bd05bda,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
e6ec821d-3db9-41c3-b0f8-9d9d7b8533e4,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
e74e44f0-cc96-4546-865d-b1ed52430aa1,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e75f39f2-7aee-499a-876d-e294e79780eb,10.0,Built-up Area (settlement),Tauranga,Tauranga City
e7930c75-1d7f-423c-9ec1-70685d43ae1b,8.4,High Producing Exotic Grassland,,��p��tiki District
e7b82a6a-0e21-491a-8e37-a22cf6960e43,10.0,Built-up Area (settlement),,Western Bay of Plenty District
e7c2cb68-01c9-4ea0-9123-111b20dd412a,10.0,Short-rotation Cropland,Te Puke,Western Bay of Plenty District
e7d14944-893a-4b67-9a35-40c23bd6e115,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e7e3e84f-72b3-4010-930e-a426f791ff93,10.0,Deciduous Hardwoods,Tauranga,Tauranga City
e7eb46a0-4e3d-4596-a744-d4b609eaa3e2,8.0,High Producing Exotic Grassland,,Whakatane District
e7f7489f-9c7d-49db-ac84-02c8d56a8991,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
e819ade4-6b5d-4a07-9251-b3e017239dc8,10.0,Built-up Area (settlement),,Western Bay of Plenty District
e829df53-11e8-4207-86f6-f4c83e58cd51,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
